A_corr_1,A_corr_2,A_corr_3,A_corr_4,A_corr_5,A_corr_6
0.00376130530948266,-0.0134154156065812,-1.86749521007237e-05,1.00021352681836,-0.000432362371703953,-0.000948065735350123
9.9842559363676e-05,0.00373543707958162,-0.0133299918873929,-0.000215311328389359,0.995296015537294,-0.0183542717710778
-3.13320167004204e-05,-7.35655125749807e-06,-1.57664245066771e-05,0.00373549465439151,-0.0141671946930935,1
