a11,a12,a13,a14,a15,a16,a21,a22,a23,a24,a25,a26,a31,a32,a33,a34,a35,a36,train_err,test_err
-1.5835,-2.4423,-0.0174,1.0011,0.0004,0.0002,-0.0008,-1.5621,-2.46,-0.0012,0.9944,0.0007,-0.0212,-0.0319,-0.1085,-1.5813,-2.4122,1,3.88,3.9
