Q_1,Q_2,Q_3,Q_4,angleRef
-5952.04053774837,11.8204032846941,-10.0997715279648,3.9505965542921,180
5.17321478244556,0.000775467355023286,-0.0042633610326196,-0.0107626128338455,360
