a11,a12,a13,a14,a15,a16,a21,a22,a23,a24,a25,a26,a31,a32,a33,a34,a35,a36,train_err,test_err
-0.6107,-0.5445,-0.0015,0.9998,0.0002,0,-0.0049,-0.607,-0.5433,-0.0005,0.9943,0.0005,-0.0496,-0.0257,-0.0703,-0.6093,-0.5101,1,0.66,0.66
