% ra [deg], dec [deg], x [px], y[px], time [days from 0 year]
32.722999999999998977,-75.959000000000003183,781.54999999999995453,547.69000000000005457,736427.52990486111958
30.079999999999998295,-75.561999999999997613,1581.2000000000000455,1395.4000000000000909,736427.52990486111958
33.587000000000003297,-75.378000000000000114,210.22999999999998977,1305,736427.52990486111958
31.370000000000000995,-75.534000000000006025,1093.0999999999999091,1314.4000000000000909,736427.52990486111958
30.920999999999999375,-75.81799999999999784,1368.5,935.36000000000001364,736427.52990486111958
31.897999999999999687,-75.33100000000000307,814.50999999999999091,1561.7999999999999545,736427.52990486111958
30.053000000000000824,-75.759000000000000341,1661.4000000000000909,1104.4000000000000909,736427.52990486111958
32.862000000000001876,-75.575000000000002842,563.62999999999999545,1096.2999999999999545,736427.52990486111958
29.980000000000000426,-75.486000000000004206,1591.0999999999999091,1519.4000000000000909,736427.52990486111958
33.289000000000001478,-75.191000000000002501,235.16999999999998749,1615.4000000000000909,736427.52990486111958
30.856999999999999318,-76.198999999999998067,1535.5999999999999091,380.23000000000001819,736427.52990486111958
30.272999999999999687,-75.373999999999995225,1440.5,1659.9000000000000909,736427.52990486111958
31.532000000000000028,-75.465999999999993975,1006.1000000000000227,1398.2999999999999545,736427.52990486111958
30.80099999999999838,-75.900999999999996248,1444,823.48000000000001819,736427.52990486111958
32.905999999999998806,-75.918000000000006366,698.94000000000005457,588.97000000000002728,736427.52990486111958
31.009000000000000341,-76.158000000000001251,1466.9000000000000909,426.48000000000001819,736427.52990486111958
34.701999999999998181,-75.864999999999994884,42.915999999999996817,467.68000000000000682,736427.52990486111958
31.649000000000000909,-75.287999999999996703,890.25,1651,736427.52990486111958
33.265000000000000568,-75.847999999999998977,540,652.37999999999999545,736427.52990486111958
29.367000000000000881,-76.150999999999996248,2041.7999999999999545,583.35000000000002274,736427.52990486111958
33.207999999999998408,-75.569999999999993179,435.45999999999997954,1064.9000000000000909,736427.52990486111958
32.893000000000000682,-75.41899999999999693,483.30000000000001137,1323.5999999999999091,736427.52990486111958
30.722999999999998977,-75.585999999999998522,1352.4000000000000909,1300.7999999999999545,736427.52990486111958
30.423999999999999488,-75.947999999999993292,1595.7999999999999545,789.60000000000002274,736427.52990486111958
33.371999999999999886,-75.513999999999995794,351.25,1129.5999999999999091,736427.52990486111958
33.316000000000002501,-75.299999999999997158,273.94999999999998863,1451,736427.52990486111958
30.588999999999998636,-75.917000000000001592,1525.5999999999999091,820.23000000000001819,736427.52990486111958
30.227000000000000313,-75.801000000000001933,1613.7999999999999545,1025.7000000000000455,736427.52990486111958
33.243999999999999773,-75.266000000000005343,285.44999999999998863,1510,736427.52990486111958
30.44900000000000162,-75.81799999999999784,1539.0999999999999091,980.21000000000003638,736427.52990486111958
30.010000000000001563,-75.989999999999994884,1759.0999999999999091,764.49000000000000909,736427.52990486111958
32.701999999999998181,-75.93200000000000216,777.92999999999994998,589.84000000000003183,736427.52990486111958
34.024000000000000909,-75.771000000000000796,236.40999999999999659,680.03999999999996362,736427.52990486111958
31.731999999999999318,-75.578000000000002956,976.82000000000005002,1211.2000000000000455,736427.52990486111958
32.807999999999999829,-75.691999999999993065,634.51999999999998181,930.98000000000001819,736427.52990486111958
32.722999999999998977,-75.959000000000003183,781.62000000000000455,547.74000000000000909,736427.5299627315253
30.079999999999998295,-75.561999999999997613,1581.2999999999999545,1395.4000000000000909,736427.5299627315253
33.587000000000003297,-75.378000000000000114,210.30000000000001137,1305,736427.5299627315253
31.370000000000000995,-75.534000000000006025,1093.2000000000000455,1314.5,736427.5299627315253
30.920999999999999375,-75.81799999999999784,1368.5999999999999091,935.42999999999994998,736427.5299627315253
30.856999999999999318,-76.198999999999998067,1535.7000000000000455,380.27999999999997272,736427.5299627315253
31.009000000000000341,-76.158000000000001251,1466.9000000000000909,426.43000000000000682,736427.5299627315253
29.980000000000000426,-75.486000000000004206,1591.2000000000000455,1519.4000000000000909,736427.5299627315253
33.289000000000001478,-75.191000000000002501,235.25,1615.4000000000000909,736427.5299627315253
30.053000000000000824,-75.759000000000000341,1661.4000000000000909,1104.4000000000000909,736427.5299627315253
30.80099999999999838,-75.900999999999996248,1443.9000000000000909,823.47000000000002728,736427.5299627315253
32.862000000000001876,-75.575000000000002842,563.67999999999994998,1096.4000000000000909,736427.5299627315253
32.905999999999998806,-75.918000000000006366,699.03999999999996362,589.09000000000003183,736427.5299627315253
29.367000000000000881,-76.150999999999996248,2041.9000000000000909,583.28999999999996362,736427.5299627315253
33.265000000000000568,-75.847999999999998977,540.27999999999997272,652.64999999999997726,736427.5299627315253
34.701999999999998181,-75.864999999999994884,43.210999999999998522,467.26999999999998181,736427.5299627315253
30.588999999999998636,-75.917000000000001592,1525.5,820.24000000000000909,736427.5299627315253
34.024000000000000909,-75.771000000000000796,236.53000000000000114,680.96000000000003638,736427.5299627315253
30.423999999999999488,-75.947999999999993292,1595.9000000000000909,789.80999999999994543,736427.5299627315253
30.010000000000001563,-75.989999999999994884,1759.4000000000000909,765.26999999999998181,736427.5299627315253
32.807999999999999829,-75.691999999999993065,634.65999999999996817,931.45000000000004547,736427.5299627315253
31.897999999999999687,-75.33100000000000307,814.73000000000001819,1561.7999999999999545,736427.5299627315253
30.227000000000000313,-75.801000000000001933,1614,1025.7999999999999545,736427.5299627315253
33.207999999999998408,-75.569999999999993179,435.52999999999997272,1064.9000000000000909,736427.5299627315253
30.44900000000000162,-75.81799999999999784,1539.2999999999999545,980.59000000000003183,736427.5299627315253
33.371999999999999886,-75.513999999999995794,351.35000000000002274,1129.7999999999999545,736427.5299627315253
31.731999999999999318,-75.578000000000002956,977.87000000000000455,1211.2000000000000455,736427.5299627315253
32.893000000000000682,-75.41899999999999693,483.37999999999999545,1323.7000000000000455,736427.5299627315253
33.316000000000002501,-75.299999999999997158,274.02999999999997272,1451,736427.5299627315253
33.243999999999999773,-75.266000000000005343,285.54000000000002046,1510,736427.5299627315253
32.701999999999998181,-75.93200000000000216,777.25999999999999091,589.20000000000004547,736427.5299627315253
30.272999999999999687,-75.373999999999995225,1440.5999999999999091,1659.7999999999999545,736427.5299627315253
31.532000000000000028,-75.465999999999993975,1006.1000000000000227,1398.2999999999999545,736427.5299627315253
31.649000000000000909,-75.287999999999996703,890.28999999999996362,1651.0999999999999091,736427.5299627315253
30.722999999999998977,-75.585999999999998522,1352.5999999999999091,1300.7000000000000455,736427.5299627315253
32.722999999999998977,-75.959000000000003183,781.67999999999994998,547.86000000000001364,736427.53002060181461
30.079999999999998295,-75.561999999999997613,1581.2999999999999545,1395.5,736427.53002060181461
31.370000000000000995,-75.534000000000006025,1093.2999999999999545,1314.5999999999999091,736427.53002060181461
30.920999999999999375,-75.81799999999999784,1368.7000000000000455,935.58000000000004093,736427.53002060181461
30.053000000000000824,-75.759000000000000341,1661.5,1104.5999999999999091,736427.53002060181461
33.587000000000003297,-75.378000000000000114,210.36000000000001364,1305.0999999999999091,736427.53002060181461
29.980000000000000426,-75.486000000000004206,1591.2999999999999545,1519.5,736427.53002060181461
30.856999999999999318,-76.198999999999998067,1535.7999999999999545,380.5,736427.53002060181461
30.80099999999999838,-75.900999999999996248,1444,823.71000000000003638,736427.53002060181461
31.009000000000000341,-76.158000000000001251,1467,426.67000000000001592,736427.53002060181461
32.905999999999998806,-75.918000000000006366,699.10000000000002274,589.33000000000004093,736427.53002060181461
33.289000000000001478,-75.191000000000002501,235.30000000000001137,1615.5,736427.53002060181461
32.862000000000001876,-75.575000000000002842,563.90999999999996817,1096.5,736427.53002060181461
34.701999999999998181,-75.864999999999994884,43.289000000000001478,467.64999999999997726,736427.53002060181461
